5,7
6,8
9,10
11,12
13,16
15,18
14,17
19,20
21,25
22,26
23,27
24,28
29,30
31,32
33,34
35,36
37,38
39,40
41,42
43,46
44,47
45,48
49,51
50,52
55,56
57,58
53,54
